,D0V1,D0V2,D0V3,D0V4,D0V5,D0V6,D10S1,D10S2,D10S3,D10S4,D10S5,D10S6,D10SBd1,D10SBd2,D10SBd3,D10SBd4,D10SBd5,D10SBd6,D10V1,D10V3,D10V4,D10V5,D10V6,D10V7,D10VBd1,D10VBd2,D10VBd3,D10VBd4,D10VBd5,D10VBd6,D21S10,D21S11,D21S5,D21S7,D21S8,D21S9,D21SBd12,D21SBd13,D21SBd14,D21SBd7,D21SBd8,D21SBd9,D21V11,D21V12,D21V13,D21V14,D21V16,D21V7,D21VBd11,D21VBd13,D21VBd14,D21VBd7,D21VBd9
ASV139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,292,241,176,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0
ASV140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,75,180,236,113,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0
ASV141,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,29,38,0,33,0,41,24,166,9,76,0,33,0,0,28,61,117,18,59,0,14,10,22,0,0,0,0,0
ASV142,0,0,0,15,33,47,12,0,0,17,14,0,14,50,0,12,0,0,24,28,20,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,18,0,83,0,0,91,0,0,0,19,32,22,0,32,0,45
ASV143,257,33,359,83,43,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV144,0,0,0,0,0,0,0,10,9,0,0,0,128,0,0,40,60,0,25,0,0,0,20,0,27,39,175,0,0,0,0,0,42,0,0,0,60,0,0,0,35,37,0,9,0,0,0,24,0,29,0,19,0
ASV145,45,0,81,0,0,0,22,0,31,0,0,0,0,0,0,0,0,0,0,0,31,42,0,27,0,0,0,0,0,0,0,53,0,0,0,173,0,0,0,0,0,0,0,0,0,0,145,136,0,0,0,0,0
ASV146,189,13,12,71,6,11,0,30,13,0,27,34,20,0,0,16,35,0,38,0,0,0,0,0,22,61,16,33,0,0,16,1,29,0,73,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ASV148,0,0,0,0,92,32,25,0,0,0,0,0,70,0,0,0,0,0,0,30,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,64,66,0,10,0,0,0,33,38,28,0,0,44,61,0,32
ASV152,0,0,0,0,0,0,159,0,49,0,0,25,0,0,0,0,35,6,6,0,0,11,108,13,15,0,27,0,0,0,0,0,24,0,0,0,16,0,0,0,6,161,0,46,0,0,0,0,0,0,0,0,0
ASV153,0,0,0,0,0,0,7,13,17,0,0,6,56,0,9,36,31,0,33,0,0,0,8,27,38,48,82,0,6,0,6,0,47,0,18,0,0,0,0,0,68,38,0,14,0,72,0,25,0,0,0,0,0
ASV154,0,0,0,16,34,27,27,0,0,0,18,28,0,0,106,0,0,0,0,8,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,20,69,91,0,0,0,9,0,0,73,0,38,0,41
ASV155,0,18,29,0,37,95,0,0,0,0,0,0,31,58,0,0,0,0,0,23,21,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,71,0,0,42,0,0,0,0,45,15,0,33,0,37
ASV156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,18,15,0,62,0,0,0,5,0,0,0,0,0,0,0
ASV157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV159,17,0,0,0,0,0,28,68,4,0,0,0,0,0,0,0,0,0,127,0,3,0,0,0,5,30,0,0,11,0,0,0,0,25,0,0,0,0,0,12,142,19,0,0,0,0,55,100,13,0,0,0,0
ASV160,0,0,0,0,0,0,36,10,14,23,0,26,55,0,0,0,14,0,15,0,0,0,42,0,0,0,65,0,0,0,0,0,16,22,0,0,0,0,0,0,0,55,0,0,0,24,0,15,0,0,0,234,0
ASV161,0,0,0,0,0,0,67,44,26,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,193,206,0,0,0,0,0,22,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,15,11,0,0
ASV162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,47,0,0,0,77,0,211,0,36,0,0,0,0,0,70,0,0,0,0,0,0,0,75,0,63,0,0
ASV164,0,0,12,40,61,0,0,0,0,13,0,0,0,20,0,24,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,60,0,31,0,0,26,0,47,0,69,22,0,51,0,54,29
ASV165,0,0,0,0,0,0,65,104,53,28,69,100,0,0,0,4,0,0,49,0,0,0,23,44,0,0,0,0,0,0,0,0,27,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
ASV166,0,0,0,0,0,0,150,227,86,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,15,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV167,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,95,138,68,61,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ASV168,0,51,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,17,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,28,102,0,0,0,0,0,0,104,48,0,0,68
ASV169,0,0,0,0,0,0,0,27,0,0,10,0,7,175,49,11,0,0,0,6,0,12,12,5,36,0,0,0,30,109,23,0,24,20,0,14,0,0,0,0,12,6,0,0,0,0,16,0,0,0,11,0,0
ASV170,0,0,0,0,0,0,0,6,0,8,0,0,30,0,5,18,0,0,0,0,0,0,0,0,16,35,16,10,372,0,0,0,11,12,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,0,43,12,0
ASV171,0,0,0,57,33,40,41,0,0,0,0,46,0,0,45,21,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,77,0,0,14,0,0,30,35,0,0,0,34,0,0,7
ASV172,0,0,45,0,53,37,0,0,0,0,0,0,0,0,0,0,0,0,0,42,31,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,24,0,0,44,0,0,0,21,0,79,15,31,18,34,0,43
ASV173,0,0,0,0,0,0,21,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV175,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,9,0,0,36,0,0,0,0,34,0,0,0,0,0,87,0,0,0,0,23,10,31,29,29,0,27,0,80,58,52,37,0,0,0,21
ASV176,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,28,0,0,70,0,41,284,57,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV177,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,135,21,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,21,0,0,0,0,0
ASV178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,13,54,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0,0,0
ASV179,0,0,0,0,0,0,0,7,0,0,0,0,47,0,50,12,275,13,0,0,0,0,0,0,0,20,0,0,8,0,0,0,0,0,0,0,21,0,0,0,20,92,0,0,0,0,0,0,0,0,0,0,0
ASV181,0,0,0,42,24,33,25,0,0,0,0,20,0,0,38,14,0,0,0,16,0,24,17,0,0,0,0,0,0,0,0,0,0,0,0,0,26,44,0,0,56,31,0,0,0,21,0,11,0,39,44,0,26
ASV183,0,0,0,0,65,24,21,0,0,0,16,57,0,0,65,0,0,0,0,20,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,20,0,76,47,0,42
ASV184,0,0,0,0,67,76,38,0,0,0,20,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,54,0,24,41,0,0,0,56,0,0,17,37,0,0,48
ASV185,0,25,0,0,0,20,28,34,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,37,0,14,37,0,0,13,52,0,0,24,167,0,0,19
ASV186,0,0,0,16,25,0,0,0,0,0,0,21,36,18,25,0,0,0,0,0,15,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,31,23,45,51,28,0,0,0,0,27,53,0,16,0,35
ASV187,0,31,0,0,0,0,0,0,0,0,0,29,50,0,62,0,0,23,0,0,14,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,43,0,22,52,0,0,0,25,0,33,0,12,29,0,0
ASV188,0,27,0,0,0,0,32,16,0,0,38,44,0,0,46,0,0,45,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,51,0,17,90,0,0,0,12,0,0,30,14,30,0,0
ASV189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,27,0,52,0,9,0,0,8,0,0,0,0,0,0,27,0,0,0,0,0,172,213,0,0,22,0,0
ASV190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,177,0,171,112,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0
ASV191,269,26,17,107,39,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
ASV193,0,0,15,0,19,33,0,0,0,0,0,0,0,27,0,0,0,0,15,40,18,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,23,55,0,0,70,0,0,0,30,23,0,0,0,0,16
ASV194,0,0,0,0,0,0,0,13,8,0,0,6,26,0,23,24,193,0,0,0,0,0,8,0,5,19,24,9,23,0,0,0,54,0,13,0,0,0,0,0,0,29,0,0,0,27,0,0,0,0,0,0,0
ASV195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,0,0,0,0,0,0,0,0,7,0,0,0,0,0,131,0,0,0,0,0,0,0,0,26,135,0,0,0,0,28,0,0,0,108,28,0
ASV196,0,0,43,0,52,41,0,0,0,7,0,0,37,33,0,0,0,0,0,0,26,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,14,0,33,0,0,0,70,0,0,0,41,0,0
ASV198,0,0,0,63,50,20,0,0,0,0,0,0,0,5,0,0,0,0,0,22,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,53,0,0,23,0,40,0,30,13,0,0,0,41,24,0,24
ASV199,0,0,0,0,0,0,352,0,94,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV202,0,0,0,11,29,44,14,0,0,0,0,0,0,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,24,0,44,0,0,0,37,40,0,0,24,37,39,0,43
ASV203,0,0,0,41,0,38,23,20,0,0,11,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,24,0,33,0,0,0,0,0,0,0,0,101,41,0,40
ASV204,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18,20,21,25,0,0,0,0,0,0,75,129,39,31,0,0,0,0,0,0,0,0,8,0,0,0,63,43,0,0,0,0,0,0,0,1,0,0,0
ASV205,0,0,0,38,0,31,23,0,0,0,27,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,45,48,0,0,0,0,0,0,27,132,0,0,0
ASV206,0,0,0,0,0,0,0,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,83,0,0,0,0,0,0
ASV207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,54,214,139,18,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV208,0,0,0,0,0,0,0,12,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,24,101,7,0,0,0,0,0,0,32,27,0,0,0,0,0,33,0,0,0,29,12
ASV210,0,13,0,9,0,0,0,0,0,23,51,0,0,0,64,0,0,20,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,30,86,60,0,0,0,0,0,0,30,0,19,0,22
ASV211,0,0,0,33,32,46,0,0,0,0,0,0,37,35,0,0,0,0,0,22,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,54,0,0,55,0,20,29
ASV212,24,0,9,17,0,0,0,23,0,0,0,0,0,0,0,0,0,0,46,0,8,0,0,0,0,0,0,0,19,0,0,0,13,9,0,0,12,0,9,14,70,16,14,0,0,13,22,124,0,0,0,0,0
ASV214,0,0,0,0,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,49,0,0,0,25,0,0,0,0,71,0,0,273,0,0,0,0,0,0,0,0,0
ASV216,0,0,0,0,0,0,0,0,133,0,97,0,0,0,0,0,0,0,0,0,75,0,0,144,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV217,0,0,0,32,0,0,24,0,0,0,26,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,70,0,31,28,0,0,0,48,0,0,0,129,0,0,0
ASV218,0,0,59,0,26,0,0,0,0,44,0,0,43,31,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,43,0,0,0,0,0,0,0,0,0,0,0,119,0
ASV219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,57,0,0,0,0,0,67,0,0,0,0,0,0,136,0,0,0,0,0,0,0
ASV220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,37,29,0,0,0,45,0,0,68,144,0,0,0
ASV223,0,0,0,0,0,0,8,0,27,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,7,0,0,0,0,0,0,23,111,0,226,0,0,0,0,0,0,0,0,0
ASV224,0,0,0,29,0,22,24,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,30,0,15,0,0,0,0,0,0,8,0,134,19,0,31
ASV225,0,0,0,0,0,0,75,0,0,0,0,0,41,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV227,0,0,0,0,0,0,61,59,144,0,0,45,0,0,0,0,0,0,35,0,0,0,23,0,0,0,53,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
ASV228,0,0,0,28,23,34,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,29,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,15,0,9,16,0,0,0,0,24,0,40,0,39,0,0
ASV229,0,0,0,0,0,0,39,48,12,0,0,19,0,0,0,0,0,0,71,0,13,0,22,27,0,0,0,0,0,0,0,0,109,26,9,5,0,0,0,0,0,0,3,20,0,0,0,6,0,0,0,0,0
ASV230,0,0,0,0,27,19,13,6,8,0,0,0,19,10,0,15,7,6,12,0,13,0,0,0,16,3,0,0,0,0,0,0,0,13,0,0,29,0,0,0,14,11,0,0,53,0,0,0,0,10,14,68,28
ASV232,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,29,22,0,15,0
ASV233,0,0,0,20,59,53,24,9,0,0,20,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,73,30,40,21,0,0,7,0,0,0,0,0,0,0,0
ASV234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,64,110,0,116,0,0,0,0,0,0,0,0,0,0,5,0,6,63,0,0,0,0
ASV235,0,0,0,0,0,0,39,49,102,7,3,0,0,22,0,16,0,0,19,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV236,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,47,21,27,5,0,0,0,10,0,72,26,61,0,0,0,0,0,0,0,0,0,7,0,0,0,66,53,0,0,0,4,0,0,0,0,0,0,0
ASV237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,8,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,40,0,10,115,175,0,0,0,0,0
ASV238,0,0,0,0,0,0,20,33,66,0,0,14,42,0,0,21,20,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,80,0,32,0,0,0,0,0,28,0,0,5,0,0,9,21,0,0,0,0,0
ASV239,0,0,0,0,0,0,71,17,200,0,0,0,0,0,0,0,0,0,0,2,0,0,0,86,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV240,0,0,0,0,0,0,0,10,0,36,0,117,0,0,0,0,0,0,70,0,0,0,49,23,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,39,0,0,6,37,0,0,0,0,0
ASV241,0,0,0,50,10,11,0,0,0,0,0,0,34,13,0,17,0,0,0,16,23,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,0,0,26,0,74,0,0,0,10,0,0,1,14,0,0
ASV242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,77,273,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
ASV243,0,0,0,0,0,0,24,8,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,121,13,78,16,0,0,0,0,0,0,0,0,0,66,0,29,0,0,0,0,0
ASV244,0,0,0,0,0,0,1,3,16,0,19,0,0,0,0,9,4,0,24,0,10,0,20,17,17,2,9,0,2,0,0,0,1,0,0,0,25,0,0,13,40,9,0,88,0,0,0,41,0,0,0,0,21
ASV245,0,0,10,0,33,48,0,0,0,0,0,0,14,24,0,0,0,0,10,17,7,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,50,0,0,18,0,0,0,22,12,15,0,22,0,13
ASV246,0,0,33,0,0,0,0,0,0,0,0,0,23,39,0,0,0,0,25,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,36,0,0,40,0,0,0,23,65,0,0,0,0,0
ASV247,0,0,0,14,0,0,15,0,0,17,15,0,0,9,26,15,0,15,0,0,24,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,32,32,0,24,0,0,0,16,0,28,0,14,5,0,16
ASV249,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,41,87,0,14,0,130,0,0,31
ASV252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,247,0,0,0,0,0,0,0,25,0,0,0,0,0,74,0,0,0,0,0,0
ASV253,0,0,0,0,0,0,11,0,16,0,0,0,0,0,0,7,30,0,0,0,0,0,0,5,145,74,64,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV254,0,0,0,0,0,0,42,36,21,0,0,0,0,0,0,0,0,0,13,0,0,0,22,14,0,0,0,0,0,0,0,23,0,14,9,21,0,0,0,0,13,15,0,0,0,7,65,25,10,0,8,8,0
ASV255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,34,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV257,0,0,0,0,0,56,0,0,0,33,0,0,0,64,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,31,0,0,0,0,21,0,0,0,0,0
ASV258,0,0,0,0,0,0,0,0,0,0,0,0,49,0,7,12,131,0,0,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,120,0,16,0,0,0,0,0,0,0,0,0
ASV259,0,0,0,13,0,0,14,0,0,0,12,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,35,0,0,7,0,0,16,21,0,0,26,155,10,0,19
ASV260,0,0,0,0,0,0,15,31,0,0,26,23,13,0,0,0,0,0,36,0,0,0,0,0,21,0,0,0,0,0,0,0,45,34,56,6,0,0,0,7,0,11,0,0,0,0,0,0,16,0,14,0,0
ASV261,0,0,0,0,0,0,14,10,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,12,78,46,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,134,0,0
ASV262,0,0,10,0,0,0,0,0,0,30,0,0,0,39,0,0,0,0,36,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,73,0,0,47,0,0,0,0,19,0,0,17,0,0
ASV263,0,0,0,0,0,0,22,44,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,53,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
ASV264,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,57,0,0,0,17,0,22,46,0,46,61,0,0
ASV265,0,0,0,0,0,0,0,0,123,0,0,0,126,0,0,54,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
ASV266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV267,0,0,0,0,10,7,14,0,0,0,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,0,0,15,0,0,0,18,35,0,0,164
ASV268,8,1,19,5,24,2,5,0,6,11,0,0,0,0,2,11,0,2,0,24,11,14,5,0,0,0,0,0,1,0,28,20,20,22,14,8,2,8,0,0,1,0,8,0,0,1,23,13,19,0,0,5,0
ASV269,0,0,0,0,0,121,18,0,0,0,0,0,0,25,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,13,0,0,0,85
ASV270,0,0,0,0,0,0,18,36,8,0,0,0,0,0,4,6,0,0,36,0,0,0,0,0,3,23,0,0,5,0,0,0,0,25,0,0,0,0,0,5,64,13,0,0,0,0,32,45,4,0,0,14,0
ASV271,0,0,0,0,0,0,6,6,14,0,0,0,50,0,0,73,95,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0
ASV272,0,0,15,0,2,18,0,0,0,0,0,0,25,38,0,0,0,0,48,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,29,0,0,41,0,0,0,0,23,0,0,19,0,0
ASV273,0,0,0,31,7,1,0,0,0,0,15,0,0,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,50,25,0,0,0,45,0,0,0,82,18,0,0
ASV274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,30,0,0,19,0,0,37,30,115,0,0,0,0,0,0,0,0,44,0,0
ASV275,0,0,56,0,0,0,0,0,0,0,0,0,32,0,10,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,54,0,0,29,47,0
ASV276,0,0,0,54,0,37,44,0,0,0,22,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV277,0,0,0,0,35,0,0,0,0,0,0,32,0,0,0,0,0,0,0,42,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,12,89,0,0,0,0,0,0,0,0,0,58,0,0
ASV278,0,0,0,0,0,0,40,65,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV279,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,98,0,0,0,26,0,0,0,54,0,69,0,0,0,0
ASV280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,9,29,6,12,0,0,0,0,0,13,0,15,30,0,41,24,111,0,0,13,0,0
ASV281,0,0,23,0,0,0,0,0,0,32,0,0,18,22,0,0,0,0,42,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,66,0,0,22,0,0,0,0,9,0,0,0,12,0
ASV282,0,0,0,0,0,0,19,0,0,0,35,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,43,0,0,0,0,0,0,43,0,0,0,54,42,0,0
ASV283,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,73,0,0,43,0,0,0,23,9,0,0,0,0,0
ASV284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,48,65,0,0,54,0,0,0,40,0,0,0,85,0,0,0
ASV285,0,0,0,0,0,0,0,0,0,0,115,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
